n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
3,17.071,30.0,1.670976,1.697564,1.344082,75.0,"6,40;5,41;5,40"
3,17.071,30.0,1.670687,1.697564,1.344102,75.0,"6,39;6,40;5,40"
3,17.071,30.0,1.667336,1.699352,1.344082,75.0,"7,32;8,31;7,31"
3,17.071,30.0,1.654501,1.697564,1.344082,75.0,"6,41;5,40;5,41"
3,17.071,30.0,1.654201,1.699352,1.344102,75.0,"8,30;8,31;7,31"
3,17.071,30.0,1.652753,1.699352,1.344082,75.0,"7,31;8,32;7,32"
3,17.071,30.0,1.650928,1.697564,1.344103,75.0,"5,40;6,41;6,40"
3,17.071,30.0,1.63942,1.663041,1.344123,75.0,"6,41;5,41;6,40"
3,17.071,30.0,1.636293,1.699352,1.344103,75.0,"7,31;8,32;8,31"
3,17.071,30.0,1.635988,1.676018,1.344103,75.0,"8,32;7,32;7,33"
3,17.071,30.0,1.632103,1.662173,1.344123,75.0,"6,39;6,40;7,39"
3,17.071,30.0,1.628515,1.676018,1.344123,75.0,"7,32;8,32;8,31"
3,17.071,30.0,1.628446,1.662173,1.344123,75.0,"6,39;6,40;7,40"
3,17.071,30.0,1.628188,1.662173,1.344103,75.0,"7,39;6,39;6,38"
3,17.071,30.0,1.624045,1.643015,1.344103,75.0,"9,29;8,28;8,29"
3,17.071,30.0,1.623718,1.643015,1.344103,75.0,"8,29;8,30;9,29"
3,17.071,30.0,1.622897,1.643015,1.344103,75.0,"8,29;8,28;9,28"
3,17.071,30.0,1.619792,1.676018,1.344103,75.0,"7,33;7,32;8,33"
3,17.071,30.0,1.618806,1.663041,1.344103,75.0,"5,41;6,41;5,42"
3,17.071,30.0,1.614272,1.637593,1.344103,75.0,"8,28;8,27;9,28"
3,17.071,30.0,1.613043,1.643015,1.344103,75.0,"8,29;8,30;9,30"
3,17.071,30.0,1.611589,1.662173,1.344103,75.0,"6,39;6,38;7,38"
3,17.071,30.0,1.608687,1.652323,1.344144,75.0,"6,41;6,40;7,40"
3,17.071,30.0,1.607584,1.636612,1.344123,75.0,"8,31;9,30;8,30"
3,17.071,30.0,1.607542,1.643015,1.344123,75.0,"9,28;9,29;8,29"
3,17.071,30.0,1.605735,1.637593,1.344123,75.0,"9,28;9,29;8,28"
3,17.071,30.0,1.604942,1.662173,1.344123,75.0,"7,40;6,39;7,39"
3,17.071,30.0,1.603764,1.637593,1.344103,75.0,"8,28;9,27;8,27"
3,17.071,30.0,1.601659,1.652323,1.344144,75.0,"7,39;6,40;7,40"
3,17.071,30.0,1.598015,1.643015,1.344123,75.0,"9,30;8,29;9,29"
3,17.071,30.0,1.597792,1.636612,1.344123,75.0,"8,30;8,31;9,31"
3,17.071,30.0,1.597736,1.676018,1.344123,75.0,"8,32;7,32;8,33"
3,17.071,30.0,1.596287,1.663041,1.344123,75.0,"6,42;5,41;6,41"
3,17.071,30.0,1.595881,1.636612,1.344123,75.0,"8,30;9,29;9,30"
3,17.071,30.0,1.594079,1.637593,1.344123,75.0,"9,27;8,28;9,28"
3,17.071,30.0,1.59386,1.640578,1.344103,75.0,"7,38;6,37;6,38"
3,17.071,30.0,1.592849,1.649057,1.344103,75.0,"8,33;7,34;7,33"
3,17.071,30.0,1.592149,1.663041,1.344103,75.0,"6,42;5,42;5,41"
3,17.071,30.0,1.592006,1.617139,1.344103,75.0,"8,26;8,27;9,27"
3,17.071,30.0,1.592,1.662173,1.344123,75.0,"6,39;7,39;7,38"
3,17.071,30.0,1.589692,1.617139,1.344103,75.0,"9,26;8,27;8,26"
3,17.071,30.0,1.588749,1.649057,1.344123,75.0,"7,33;8,32;8,33"
3,17.071,30.0,1.587261,1.617139,1.344123,75.0,"8,27;9,27;9,28"
3,17.071,30.0,1.586071,1.652323,1.344144,75.0,"7,41;6,41;6,40"
3,17.071,30.0,1.584802,1.640578,1.344123,75.0,"7,38;6,38;7,39"
3,17.071,30.0,1.579885,1.626639,1.344144,75.0,"8,31;9,31;8,32"
3,17.071,30.0,1.579379,1.602318,1.344082,75.0,"9,26;8,26;8,25"
3,17.071,30.0,1.579063,1.602318,1.344082,75.0,"8,25;9,25;8,26"
3,17.071,30.0,1.575413,1.636612,1.344123,75.0,"9,30;9,31;8,30"
3,17.071,30.0,1.575386,1.652323,1.344144,75.0,"7,41;6,40;7,40"
3,17.071,30.0,1.57444,1.617139,1.344123,75.0,"9,26;8,27;9,27"
3,17.071,30.0,1.5721,1.602896,1.344123,75.0,"6,41;5,42;6,42"
3,17.071,30.0,1.572089,1.626639,1.344144,75.0,"9,30;9,31;8,31"
3,17.071,30.0,1.571738,1.591528,1.344144,75.0,"10,29;9,29;9,28"
3,17.071,30.0,1.569499,1.602318,1.344123,75.0,"8,26;9,26;9,27"
3,17.071,30.0,1.569041,1.649057,1.344103,75.0,"8,34;7,34;7,33"
3,17.071,30.0,1.567657,1.640578,1.344103,75.0,"6,38;6,37;7,37"
3,17.071,30.0,1.56687,1.602318,1.344123,75.0,"9,26;9,25;8,26"
3,17.071,30.0,1.566517,1.591528,1.344144,75.0,"10,28;9,28;9,29"
3,17.071,30.0,1.562809,1.626639,1.344144,75.0,"8,31;8,32;9,32"
3,17.071,30.0,1.56221,1.591528,1.344144,75.0,"10,29;9,29;9,30"
3,17.071,30.0,1.561497,1.586198,1.344103,75.0,"9,25;9,26;8,25"
3,17.071,30.0,1.558911,1.602896,1.344144,75.0,"7,40;6,41;7,41"
3,17.071,30.0,1.554861,1.588084,1.344144,75.0,"9,27;10,28;9,28"
3,17.071,30.0,1.554593,1.586198,1.344102,75.0,"9,25;9,24;8,25"
3,17.071,30.0,1.549023,1.591528,1.344144,75.0,"10,28;10,29;9,29"
3,17.071,30.0,1.548745,1.649057,1.344123,75.0,"7,33;8,33;8,34"
3,17.071,30.0,1.547875,1.588084,1.344144,75.0,"10,29;9,28;10,28"
3,17.071,30.0,1.546446,1.591528,1.344144,75.0,"9,29;9,30;10,30"
3,17.071,30.0,1.5458,1.588084,1.344144,75.0,"9,27;9,28;10,27"
3,17.071,30.0,1.545221,1.626639,1.344144,75.0,"8,31;9,31;9,32"
3,17.071,30.0,1.544908,1.59048,1.344103,75.0,"6,42;5,43;5,42"
3,17.071,30.0,1.544024,1.581812,1.344144,75.0,"8,39;7,40;7,39"
3,17.071,30.0,1.542938,1.602896,1.344144,75.0,"6,42;6,41;7,41"
3,17.071,30.0,1.542001,1.640578,1.344123,75.0,"7,38;7,37;6,38"
3,17.071,30.0,1.541112,1.704233,1.344103,75.0,"23,54;22,55;23,55"
3,17.071,30.0,1.538479,1.591528,1.344144,75.0,"10,30;9,29;10,29"
3,17.071,30.0,1.536598,1.55656,1.344144,75.0,"9,26;10,26;9,27"
3,17.071,30.0,1.535527,1.581812,1.344144,75.0,"7,40;8,40;7,39"
3,17.071,30.0,1.533969,1.549619,1.344144,75.0,"9,26;9,25;10,26"
3,17.071,30.0,1.533946,1.608985,1.344082,75.0,"6,36;7,37;6,37"
3,17.071,30.0,1.533593,1.588084,1.344144,75.0,"10,28;10,27;9,28"
3,17.071,30.0,1.532978,1.55656,1.344144,75.0,"9,26;9,27;10,27"
3,17.071,30.0,1.532869,1.549619,1.344144,75.0,"10,25;9,25;9,26"
3,17.071,30.0,1.53203,1.58289,1.344144,75.0,"8,33;9,32;8,32"
3,17.071,30.0,1.53147,1.608985,1.344123,75.0,"7,38;7,37;6,37"
3,17.071,30.0,1.531106,1.704233,1.344103,75.0,"23,56;22,55;23,55"
3,17.071,30.0,1.531082,1.581812,1.344144,75.0,"7,39;8,39;7,38"
3,17.071,30.0,1.530788,1.595188,1.344123,75.0,"8,33;7,34;8,34"
3,17.071,30.0,1.530638,1.58289,1.344144,75.0,"8,32;9,31;9,32"
3,17.071,30.0,1.527804,1.559501,1.344144,75.0,"9,30;10,29;10,30"
3,17.071,30.0,1.525979,1.559501,1.344144,75.0,"10,30;9,31;9,30"
3,17.071,30.0,1.525965,1.548672,1.344123,75.0,"9,25;10,25;9,24"
3,17.071,30.0,1.523085,1.55656,1.344144,75.0,"9,27;10,27;10,28"
3,17.071,30.0,1.521725,1.608985,1.344082,75.0,"6,37;6,36;7,36"
3,17.071,30.0,1.521395,1.58289,1.344144,75.0,"9,33;8,32;8,33"
3,17.071,30.0,1.520567,1.704233,1.344103,75.0,"23,55;22,56;23,56"
3,17.071,30.0,1.520505,1.59048,1.344123,75.0,"5,42;6,42;6,43"
3,17.071,30.0,1.51997,1.59048,1.344103,75.0,"5,42;5,43;6,43"
3,17.071,30.0,1.518926,1.548672,1.344123,75.0,"9,25;10,24;9,24"
3,17.071,30.0,1.51785,1.549619,1.344144,75.0,"10,25;10,26;9,26"
3,17.071,30.0,1.517644,1.55656,1.344144,75.0,"10,26;10,27;9,27"
3,17.071,30.0,1.517534,1.548672,1.344144,75.0,"10,26;10,25;9,25"
3,17.071,30.0,1.516453,1.595188,1.344103,75.0,"7,35;8,34;7,34"
