n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
3,17.071,30.0,1.51533,1.549619,1.344144,75.0,"10,27;9,26;10,26"
3,17.071,30.0,1.515242,1.535602,1.344144,75.0,"10,28;10,29;11,29"
3,17.071,30.0,1.515017,1.602896,1.344144,75.0,"6,41;6,42;7,42"
3,17.071,30.0,1.513298,1.528175,1.344102,75.0,"4,44;5,44;5,43"
3,17.071,30.0,1.513286,1.581812,1.344144,75.0,"8,38;7,39;7,38"
3,17.071,30.0,1.510441,1.559501,1.344144,75.0,"9,31;10,31;9,30"
3,17.071,30.0,1.510245,1.535602,1.344144,75.0,"11,28;10,28;10,29"
3,17.071,30.0,1.509395,1.548672,1.344144,75.0,"10,25;9,25;10,24"
3,17.071,30.0,1.509255,1.570841,1.344144,75.0,"7,40;8,40;7,41"
3,17.071,30.0,1.508373,1.602896,1.344144,75.0,"6,41;7,41;7,42"
3,17.071,30.0,1.506539,1.528175,1.344082,75.0,"4,45;5,44;4,44"
3,17.071,30.0,1.505053,1.581812,1.344144,75.0,"8,39;8,40;7,39"
3,17.071,30.0,1.504698,1.535602,1.344144,75.0,"11,29;10,30;10,29"
3,17.071,30.0,1.503585,1.52891,1.344103,75.0,"10,24;9,24;9,23"
3,17.071,30.0,1.502927,1.58289,1.344144,75.0,"9,33;8,32;9,32"
3,17.071,30.0,1.502807,1.52891,1.344123,75.0,"10,24;9,24;10,25"
3,17.071,30.0,1.501855,1.52891,1.344103,75.0,"9,24;10,23;9,23"
3,17.071,30.0,1.501396,1.570841,1.344144,75.0,"8,40;8,39;7,40"
3,17.071,30.0,1.500326,1.535602,1.344144,75.0,"11,28;11,29;10,29"
3,17.071,30.0,1.499145,1.528175,1.344082,75.0,"4,44;5,45;4,45"
3,17.071,30.0,1.498436,1.503494,1.344102,75.0,"8,22;9,23;9,22"
3,17.071,30.0,1.497451,1.522924,1.344123,75.0,"5,43;6,42;6,43"
3,17.071,30.0,1.496502,1.559501,1.344144,75.0,"10,30;10,31;9,30"
3,17.071,30.0,1.495963,1.51994,1.344144,75.0,"10,27;10,28;11,28"
3,17.071,30.0,1.495754,1.581812,1.344144,75.0,"8,38;8,39;7,39"
3,17.071,30.0,1.495598,1.528175,1.344103,75.0,"5,45;4,44;5,44"
3,17.071,30.0,1.495105,1.51994,1.344144,75.0,"11,28;10,28;11,29"
3,17.071,30.0,1.495005,1.535602,1.344144,75.0,"10,29;11,29;11,30"
3,17.071,30.0,1.49438,1.535602,1.344144,75.0,"10,30;11,30;10,29"
3,17.071,30.0,1.494039,1.591533,1.344103,75.0,"23,51;22,50;23,50"
3,17.071,30.0,1.494038,1.52891,1.344123,75.0,"9,24;10,24;10,23"
3,17.071,30.0,1.493046,1.608985,1.344123,75.0,"7,36;7,37;6,37"
3,17.071,30.0,1.492217,1.51994,1.344144,75.0,"10,27;10,28;11,27"
3,17.071,30.0,1.491422,1.503494,1.344082,75.0,"9,22;8,22;8,21"
3,17.071,30.0,1.4893,1.503494,1.344103,75.0,"9,22;9,21;8,22"
3,17.071,30.0,1.48919,1.503615,1.344144,75.0,"10,26;10,25;11,26"
3,17.071,30.0,1.488987,1.502647,1.344123,75.0,"9,23;9,22;10,22"
3,17.071,30.0,1.488607,1.502647,1.344123,75.0,"9,22;10,23;9,23"
3,17.071,30.0,1.486779,1.503494,1.344082,75.0,"8,22;8,21;9,21"
3,17.071,30.0,1.486775,1.503615,1.344144,75.0,"10,26;10,27;11,27"
3,17.071,30.0,1.486731,1.5343,1.344144,75.0,"9,32;9,33;8,33"
3,17.071,30.0,1.48671,1.530126,1.344144,75.0,"9,31;10,30;10,31"
3,17.071,30.0,1.48667,1.503615,1.344144,75.0,"11,26;10,27;10,26"
3,17.071,30.0,1.48661,1.521318,1.344123,75.0,"5,44;6,43;5,43"
3,17.071,30.0,1.486553,1.501042,1.344123,75.0,"5,45;5,44;4,45"
3,17.071,30.0,1.486362,1.51994,1.344144,75.0,"11,27;11,28;10,28"
3,17.071,30.0,1.485725,1.595188,1.344103,75.0,"7,35;7,34;8,35"
3,17.071,30.0,1.485284,1.502647,1.344123,75.0,"10,24;9,23;10,23"
3,17.071,30.0,1.483934,1.502647,1.344123,75.0,"10,23;9,23;10,22"
3,17.071,30.0,1.483574,1.530126,1.344144,75.0,"9,32;10,31;9,31"
3,17.071,30.0,1.482883,1.570841,1.344144,75.0,"7,40;7,41;8,41"
3,17.071,30.0,1.482495,1.539446,1.344102,75.0,"7,35;6,36;7,36"
3,17.071,30.0,1.482181,1.501042,1.344103,75.0,"4,45;4,46;5,45"
3,17.071,30.0,1.482003,1.489167,1.344123,75.0,"9,21;9,22;8,21"
3,17.071,30.0,1.481935,1.704233,1.344103,75.0,"22,54;23,55;23,54"
3,17.071,30.0,1.481716,1.522924,1.344144,75.0,"6,42;7,41;7,42"
3,17.071,30.0,1.48142,1.591533,1.344103,75.0,"23,49;22,50;23,50"
3,17.071,30.0,1.48139,1.5343,1.344144,75.0,"9,33;8,33;8,34"
3,17.071,30.0,1.481191,1.503615,1.344144,75.0,"10,26;10,25;11,25"
3,17.071,30.0,1.479851,1.489167,1.344144,75.0,"9,21;9,22;10,22"
3,17.071,30.0,1.479441,1.489167,1.344144,75.0,"9,22;10,22;10,23"
3,17.071,30.0,1.479241,1.490183,1.344144,75.0,"10,30;11,30;11,29"
3,17.071,30.0,1.479155,1.532016,1.344144,75.0,"8,39;8,38;7,38"
3,17.071,30.0,1.477301,1.492756,1.344144,75.0,"11,27;10,27;11,28"
3,17.071,30.0,1.47707,1.503615,1.344144,75.0,"11,27;11,26;10,26"
3,17.071,30.0,1.477026,1.521318,1.344123,75.0,"6,44;5,43;5,44"
3,17.071,30.0,1.476698,1.489167,1.344144,75.0,"10,21;9,22;9,21"
3,17.071,30.0,1.476668,1.489167,1.344144,75.0,"10,21;10,22;9,22"
3,17.071,30.0,1.476252,1.595188,1.344123,75.0,"7,34;8,35;8,34"
3,17.071,30.0,1.475305,1.501042,1.344103,75.0,"5,46;4,46;4,45"
3,17.071,30.0,1.47345,1.492756,1.344144,75.0,"10,27;11,26;11,27"
3,17.071,30.0,1.473051,1.500314,1.344144,75.0,"10,24;11,25;10,25"
3,17.071,30.0,1.472504,1.500314,1.344144,75.0,"11,24;10,25;10,24"
3,17.071,30.0,1.472283,1.501042,1.344123,75.0,"4,45;5,45;5,46"
3,17.071,30.0,1.472025,1.475238,1.344144,75.0,"10,22;9,21;10,21"
3,17.071,30.0,1.471837,1.481605,1.344082,75.0,"8,21;8,20;9,21"
3,17.071,30.0,1.471473,1.481605,1.344123,75.0,"8,21;9,20;9,21"
3,17.071,30.0,1.470485,1.532016,1.344144,75.0,"8,38;7,38;7,37"
3,17.071,30.0,1.469927,1.490183,1.344144,75.0,"11,29;11,28;12,29"
3,17.071,30.0,1.469866,1.539446,1.344103,75.0,"7,36;6,36;7,37"
3,17.071,30.0,1.468966,1.503615,1.344144,75.0,"11,25;10,26;11,26"
3,17.071,30.0,1.468001,1.490183,1.344144,75.0,"12,28;11,28;11,29"
3,17.071,30.0,1.467866,1.500314,1.344144,75.0,"10,25;11,25;11,26"
3,17.071,30.0,1.46726,1.479197,1.344144,75.0,"10,23;10,24;11,23"
3,17.071,30.0,1.467115,1.530126,1.344144,75.0,"10,32;9,32;9,31"
3,17.071,30.0,1.466527,1.570841,1.344144,75.0,"8,40;7,40;8,41"
3,17.071,30.0,1.466167,1.475238,1.344144,75.0,"9,21;10,21;9,20"
3,17.071,30.0,1.465949,1.481605,1.344082,75.0,"8,21;9,20;8,20"
3,17.071,30.0,1.46591,1.475148,1.344144,75.0,"10,22;10,23;11,23"
3,17.071,30.0,1.464654,1.475148,1.344144,75.0,"10,23;11,22;10,22"
3,17.071,30.0,1.464607,1.490183,1.344144,75.0,"11,30;11,29;12,29"
3,17.071,30.0,1.464364,1.477284,1.344123,75.0,"4,46;5,46;5,45"
3,17.071,30.0,1.463868,1.475238,1.344144,75.0,"9,21;10,20;10,21"
3,17.071,30.0,1.463827,1.475238,1.344103,75.0,"8,20;9,21;9,20"
3,17.071,30.0,1.463774,1.465618,1.344082,75.0,"20,10;19,10;20,9"
3,17.071,30.0,1.463736,1.479197,1.344144,75.0,"10,24;11,24;10,23"
