n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
3,17.071,30.0,1.726235,1.742271,1.344082,75.0,"5,41;6,40;5,40"
3,17.071,30.0,1.716948,1.742271,1.344102,75.0,"5,40;6,39;6,40"
3,17.071,30.0,1.710455,1.742271,1.344082,75.0,"6,41;5,40;5,41"
3,17.071,30.0,1.70718,1.742271,1.344103,75.0,"6,41;6,40;5,40"
3,17.071,30.0,1.703738,1.720399,1.344103,75.0,"8,29;8,28;9,28"
3,17.071,30.0,1.7032,1.720399,1.344103,75.0,"8,28;9,29;8,29"
3,17.071,30.0,1.7008,1.72313,1.344123,75.0,"5,41;6,40;6,41"
3,17.071,30.0,1.700546,1.720399,1.344103,75.0,"9,28;8,28;8,27"
3,17.071,30.0,1.692084,1.71296,1.344103,75.0,"8,29;8,30;9,29"
3,17.071,30.0,1.691499,1.720399,1.344123,75.0,"9,29;9,28;8,28"
3,17.071,30.0,1.691279,1.713305,1.344123,75.0,"6,40;7,39;6,39"
3,17.071,30.0,1.68904,1.713305,1.344123,75.0,"6,40;6,39;7,40"
3,17.071,30.0,1.689019,1.71296,1.344123,75.0,"8,29;9,29;9,28"
3,17.071,30.0,1.685607,1.708502,1.344102,75.0,"8,30;8,31;7,31"
3,17.071,30.0,1.685578,1.720399,1.344103,75.0,"8,27;9,27;8,28"
3,17.071,30.0,1.679486,1.698306,1.344082,75.0,"8,26;8,25;9,25"
3,17.071,30.0,1.679272,1.713305,1.344144,75.0,"6,41;6,40;7,40"
3,17.071,30.0,1.679038,1.713305,1.344144,75.0,"6,40;7,39;7,40"
3,17.071,30.0,1.679023,1.703382,1.344103,75.0,"8,26;9,26;8,27"
3,17.071,30.0,1.678214,1.703382,1.344103,75.0,"9,27;8,27;8,26"
3,17.071,30.0,1.677069,1.720399,1.344123,75.0,"9,28;9,27;8,28"
3,17.071,30.0,1.674911,1.72313,1.344103,75.0,"6,41;5,41;5,42"
3,17.071,30.0,1.674871,1.698306,1.344082,75.0,"8,25;9,26;8,26"
3,17.071,30.0,1.673051,1.708502,1.344082,75.0,"7,32;8,31;7,31"
3,17.071,30.0,1.673026,1.695269,1.344123,75.0,"7,40;7,39;6,39"
3,17.071,30.0,1.671829,1.71296,1.344103,75.0,"8,30;8,29;9,30"
3,17.071,30.0,1.671397,1.703382,1.344123,75.0,"9,28;9,27;8,27"
3,17.071,30.0,1.668225,1.71296,1.344123,75.0,"9,29;8,29;9,30"
3,17.071,30.0,1.663602,1.695269,1.344103,75.0,"6,38;7,39;6,39"
3,17.071,30.0,1.661307,1.677856,1.344144,75.0,"10,29;9,28;9,29"
3,17.071,30.0,1.660971,1.698306,1.344123,75.0,"9,26;8,26;9,25"
3,17.071,30.0,1.65959,1.687053,1.344123,75.0,"9,29;9,30;8,30"
3,17.071,30.0,1.658511,1.690925,1.344103,75.0,"9,26;9,25;8,25"
3,17.071,30.0,1.657239,1.703382,1.344123,75.0,"8,27;9,27;9,26"
3,17.071,30.0,1.655936,1.690925,1.344102,75.0,"8,25;9,25;9,24"
3,17.071,30.0,1.655547,1.698306,1.344123,75.0,"9,27;9,26;8,26"
3,17.071,30.0,1.654598,1.687053,1.344123,75.0,"8,30;8,31;9,30"
3,17.071,30.0,1.652772,1.708502,1.344103,75.0,"7,31;8,32;8,31"
3,17.071,30.0,1.651938,1.677856,1.344144,75.0,"10,28;9,28;9,29"
3,17.071,30.0,1.651362,1.72313,1.344123,75.0,"6,41;6,42;5,41"
3,17.071,30.0,1.649793,1.695269,1.344123,75.0,"7,38;7,39;6,39"
3,17.071,30.0,1.648811,1.708502,1.344082,75.0,"7,32;7,31;8,32"
3,17.071,30.0,1.648517,1.713305,1.344144,75.0,"6,40;6,41;7,41"
3,17.071,30.0,1.646044,1.713305,1.344144,75.0,"6,40;7,40;7,41"
3,17.071,30.0,1.641712,1.665264,1.344144,75.0,"8,39;7,39;7,40"
3,17.071,30.0,1.641253,1.72313,1.344103,75.0,"6,42;5,41;5,42"
3,17.071,30.0,1.640514,1.67624,1.344144,75.0,"10,29;9,30;9,29"
3,17.071,30.0,1.63878,1.687053,1.344123,75.0,"9,31;8,30;8,31"
3,17.071,30.0,1.638129,1.695269,1.344103,75.0,"6,38;6,39;7,38"
