n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
6,30.0,25.71,1.508762,1.626639,2.239099,150.0,"9,31;10,31;10,32;9,32;8,32;8,31"
6,30.0,25.71,1.507341,1.581812,2.242657,150.0,"8,40;8,39;8,38;7,38;7,39;7,40"
6,30.0,25.71,1.505625,1.548672,2.217016,150.0,"9,25;10,25;10,24;10,23;9,23;9,24"
4,20.0,17.14,1.505229,1.535602,1.517914,100.0,"11,29;10,29;10,28;11,28"
6,30.0,25.71,1.505024,1.55656,2.242238,150.0,"10,26;9,26;9,27;10,27;11,27;11,26"
4,20.0,17.14,1.504908,1.559501,1.517233,100.0,"9,30;9,31;10,31;10,30"
4,20.0,17.14,1.50482,1.581812,1.516778,100.0,"7,39;7,38;8,38;8,39"
4,20.0,17.14,1.504646,1.608985,1.471942,100.0,"7,36;6,36;6,37;7,37"
6,30.0,25.71,1.500917,1.549619,2.239109,150.0,"10,25;9,25;9,26;10,26;11,26;11,25"
6,30.0,25.71,1.498766,1.59048,2.213649,150.0,"6,44;6,43;6,42;5,42;5,43;5,44"
6,30.0,25.71,1.497171,1.640578,2.210526,150.0,"6,37;6,38;7,38;8,38;8,37;7,37"
4,20.0,17.14,1.496959,1.528175,1.471932,100.0,"5,44;4,44;4,45;5,45"
6,30.0,25.71,1.496271,1.535602,2.243791,150.0,"10,28;10,27;11,27;11,28;11,29;10,29"
4,20.0,17.14,1.49619,1.52891,1.491583,100.0,"10,23;9,23;9,24;10,24"
6,30.0,25.71,1.494743,1.535602,2.243803,150.0,"10,28;10,29;10,30;11,30;11,29;11,28"
6,30.0,25.71,1.493968,1.581812,2.243112,150.0,"7,41;7,40;7,39;8,39;8,40;8,41"
4,20.0,17.14,1.493331,1.535602,1.517924,100.0,"10,30;11,30;11,29;10,29"
6,30.0,25.71,1.491513,1.52891,2.217007,150.0,"9,24;10,24;10,23;10,22;9,22;9,23"
6,30.0,25.71,1.489123,1.548672,2.226825,150.0,"9,24;10,24;11,24;11,25;10,25;9,25"
4,20.0,17.14,1.487961,1.51994,1.51791,100.0,"10,28;11,28;11,27;10,27"
4,20.0,17.14,1.487376,1.503494,1.471503,100.0,"8,22;9,22;9,21;8,21"
6,30.0,25.71,1.486516,1.51994,2.243761,150.0,"10,28;11,28;11,27;11,26;10,26;10,27"
6,30.0,25.71,1.485452,1.528175,2.184881,150.0,"5,44;4,44;4,45;4,46;5,46;5,45"
4,20.0,17.14,1.485242,1.502647,1.500921,100.0,"10,22;10,23;9,23;9,22"
6,30.0,25.71,1.483992,1.535602,2.24381,150.0,"10,28;11,28;12,28;12,29;11,29;10,29"
6,30.0,25.71,1.483109,1.559501,2.243129,150.0,"10,31;9,31;9,30;10,30;11,30;11,31"
6,30.0,25.71,1.482579,1.58289,2.241806,150.0,"9,34;9,33;9,32;8,32;8,33;8,34"
6,30.0,25.71,1.481809,1.559501,2.243112,150.0,"9,30;9,31;9,32;10,32;10,31;10,30"
6,30.0,25.71,1.481724,1.503494,2.197399,150.0,"9,21;10,21;10,22;9,22;8,22;8,21"
4,20.0,17.14,1.480991,1.503615,1.517882,100.0,"10,27;10,26;11,26;11,27"
6,30.0,25.71,1.480316,1.502647,2.226161,150.0,"9,21;9,22;9,23;10,23;10,22;10,21"
4,20.0,17.14,1.480013,1.595188,1.488231,100.0,"7,34;7,35;8,35;8,34"
6,30.0,25.71,1.478556,1.52891,2.217478,150.0,"9,24;10,24;11,24;11,23;10,23;9,23"
6,30.0,25.71,1.477624,1.503494,2.172411,150.0,"8,22;9,22;9,21;9,20;8,20;8,21"
6,30.0,25.71,1.477475,1.59048,2.214111,150.0,"5,43;6,43;7,43;7,42;6,42;5,42"
6,30.0,25.71,1.47732,1.503615,2.24356,150.0,"11,25;11,26;11,27;10,27;10,26;10,25"
4,20.0,17.14,1.476803,1.503615,1.517681,100.0,"10,26;10,25;11,25;11,26"
6,30.0,25.71,1.476491,1.602896,2.242009,150.0,"7,43;6,43;6,42;6,41;7,41;7,42"
4,20.0,17.14,1.47631,1.489167,1.51301,100.0,"10,21;9,21;9,22;10,22"
4,20.0,17.14,1.475644,1.570841,1.517679,100.0,"7,40;7,41;8,41;8,40"
6,30.0,25.71,1.473582,1.535602,2.243819,150.0,"12,29;12,30;11,30;10,30;10,29;11,29"
4,20.0,17.14,1.473533,1.501042,1.484419,100.0,"5,46;4,46;4,45;5,45"
6,30.0,25.71,1.472469,1.535602,2.243819,150.0,"11,31;11,30;11,29;10,29;10,30;10,31"
6,30.0,25.71,1.472392,1.502647,2.226816,150.0,"11,23;10,23;9,23;9,22;10,22;11,22"
6,30.0,25.71,1.470735,1.503615,2.243143,150.0,"10,26;10,25;10,24;11,24;11,25;11,26"
6,30.0,25.71,1.470214,1.51994,2.243806,150.0,"10,28;10,27;11,27;12,27;12,28;11,28"
4,20.0,17.14,1.469797,1.521318,1.500717,100.0,"6,44;5,44;5,43;6,43"
6,30.0,25.71,1.468916,1.489167,2.235508,150.0,"9,20;9,21;9,22;10,22;10,21;10,20"
4,20.0,17.14,1.468271,1.481605,1.471933,100.0,"8,20;8,21;9,21;9,20"
6,30.0,25.71,1.467615,1.528175,2.197828,150.0,"4,45;4,44;5,44;6,44;6,45;5,45"
6,30.0,25.71,1.466858,1.58289,2.24224,150.0,"9,33;8,33;8,32;9,32;10,32;10,33"
6,30.0,25.71,1.465782,1.581812,2.242009,150.0,"7,39;7,38;7,37;8,37;8,38;8,39"
4,20.0,17.14,1.465772,1.704233,1.48488,100.0,"22,56;22,55;23,55;23,56"
6,30.0,25.71,1.464909,1.481605,2.197829,150.0,"9,21;8,21;8,20;9,20;10,20;10,21"
4,20.0,17.14,1.464289,1.500314,1.517264,100.0,"10,25;10,24;11,24;11,25"
6,30.0,25.71,1.464142,1.489167,2.238906,150.0,"9,22;10,22;11,22;11,21;10,21;9,21"
6,30.0,25.71,1.46329,1.500314,2.2429,150.0,"10,23;10,24;10,25;11,25;11,24;11,23"
4,20.0,17.14,1.462805,1.464027,1.484876,100.0,"20,13;20,12;19,12;19,13"
6,30.0,25.71,1.462727,1.464027,2.197753,150.0,"19,12;19,11;20,11;20,12;20,13;19,13"
4,20.0,17.14,1.462711,1.464368,1.483499,100.0,"20,10;19,10;19,11;20,11"
6,30.0,25.71,1.462661,1.464368,2.196447,150.0,"19,10;19,11;19,12;20,12;20,11;20,10"
4,20.0,17.14,1.462566,1.462965,1.484805,100.0,"20,11;20,12;19,12;19,11"
6,30.0,25.71,1.46256,1.465618,2.167874,150.0,"20,9;19,9;19,10;19,11;20,11;20,10"
4,20.0,17.14,1.462555,1.465618,1.454927,100.0,"20,10;20,9;19,9;19,10"
4,20.0,17.14,1.462295,1.475238,1.513204,100.0,"10,20;9,20;9,21;10,21"
4,20.0,17.14,1.462102,1.490183,1.517967,100.0,"12,28;12,29;11,29;11,28"
4,20.0,17.14,1.460761,1.530126,1.517679,100.0,"10,32;10,31;9,31;9,32"
4,20.0,17.14,1.460634,1.475148,1.517262,100.0,"11,22;11,23;10,23;10,22"
6,30.0,25.71,1.46046,1.503615,2.243777,150.0,"10,26;10,27;11,27;12,27;12,26;11,26"
6,30.0,25.71,1.459956,1.479197,2.242898,150.0,"10,22;11,22;11,23;11,24;10,24;10,23"
4,20.0,17.14,1.459945,1.479197,1.517021,100.0,"10,23;10,24;11,24;11,23"
6,30.0,25.71,1.459579,1.464027,2.197824,150.0,"19,14;20,14;20,13;20,12;19,12;19,13"
6,30.0,25.71,1.459496,1.464027,2.210762,150.0,"18,13;18,12;19,12;20,12;20,13;19,13"
6,30.0,25.71,1.458961,1.462965,2.210483,150.0,"18,11;19,11;20,11;20,12;19,12;18,12"
4,20.0,17.14,1.458422,1.5343,1.516575,100.0,"9,34;8,34;8,33;9,33"
6,30.0,25.71,1.458336,1.464368,2.205803,150.0,"20,11;20,10;19,10;18,10;18,11;19,11"
4,20.0,17.14,1.458088,1.464027,1.48488,100.0,"20,13;20,14;19,14;19,13"
6,30.0,25.71,1.457651,1.521318,2.226151,150.0,"5,44;5,45;6,45;6,44;6,43;5,43"
4,20.0,17.14,1.457594,1.462548,1.516541,100.0,"18,12;19,12;19,13;18,13"
6,30.0,25.71,1.457278,1.462548,2.241703,150.0,"19,13;18,13;18,12;18,11;19,11;19,12"
6,30.0,25.71,1.457274,1.602896,2.242268,150.0,"6,41;6,42;7,42;8,42;8,41;7,41"
6,30.0,25.71,1.457196,1.490183,2.243862,150.0,"11,29;12,29;12,28;12,27;11,27;11,28"
6,30.0,25.71,1.457171,1.475148,2.243115,150.0,"11,23;11,22;11,21;10,21;10,22;10,23"
6,30.0,25.71,1.457072,1.465618,2.155405,150.0,"18,10;19,10;20,10;20,9;19,9;18,9"
4,20.0,17.14,1.457057,1.462548,1.516269,100.0,"18,12;18,11;19,11;19,12"
6,30.0,25.71,1.456321,1.464027,2.210775,150.0,"18,14;18,13;19,13;20,13;20,14;19,14"
6,30.0,25.71,1.45627,1.462548,2.237265,150.0,"19,10;18,10;18,11;18,12;19,12;19,11"
6,30.0,25.71,1.455925,1.462548,2.241975,150.0,"19,13;19,14;18,14;18,13;18,12;19,12"
4,20.0,17.14,1.455671,1.462177,1.511832,100.0,"19,10;19,11;18,11;18,10"
6,30.0,25.71,1.455234,1.490183,2.243862,150.0,"12,29;12,30;11,30;11,29;11,28;12,28"
4,20.0,17.14,1.455154,1.462072,1.516554,100.0,"19,13;19,14;18,14;18,13"
4,20.0,17.14,1.455111,1.475148,1.517653,100.0,"11,22;11,21;10,21;10,22"
6,30.0,25.71,1.454638,1.501042,2.197376,150.0,"5,47;5,46;5,45;4,45;4,46;4,47"
4,20.0,17.14,1.454396,1.490183,1.517967,100.0,"11,30;11,29;12,29;12,30"
6,30.0,25.71,1.45429,1.462177,2.196214,150.0,"19,9;19,10;19,11;18,11;18,10;18,9"
6,30.0,25.71,1.453834,1.475238,2.229291,150.0,"9,20;9,21;10,21;10,20;10,19;9,19"
4,20.0,17.14,1.453111,1.461335,1.47078,100.0,"19,9;18,9;18,10;19,10"
6,30.0,25.71,1.452824,1.581812,2.243129,150.0,"7,39;8,39;9,39;9,40;8,40;7,40"
4,20.0,17.14,1.452257,1.488308,1.517939,100.0,"10,30;10,31;11,31;11,30"
6,30.0,25.71,1.452245,1.464027,2.197828,150.0,"19,14;19,15;20,15;20,14;20,13;19,13"
4,20.0,17.14,1.452147,1.475192,1.517967,100.0,"12,28;12,27;11,27;11,28"
6,30.0,25.71,1.451959,1.503615,2.243577,150.0,"10,25;10,26;11,26;12,26;12,25;11,25"
6,30.0,25.71,1.451324,1.462548,2.242423,150.0,"17,12;17,13;18,13;19,13;19,12;18,12"
6,30.0,25.71,1.450159,1.462548,2.241731,150.0,"17,12;17,11;18,11;19,11;19,12;18,12"
6,30.0,25.71,1.450145,1.462072,2.242449,150.0,"17,13;18,13;19,13;19,14;18,14;17,14"
6,30.0,25.71,1.449882,1.475238,2.239099,150.0,"11,21;10,21;9,21;9,20;10,20;11,20"
6,30.0,25.71,1.449385,1.462072,2.241988,150.0,"19,14;19,15;18,15;18,14;18,13;19,13"
6,30.0,25.71,1.448006,1.462177,2.224985,150.0,"17,10;18,10;19,10;19,11;18,11;17,11"
6,30.0,25.71,1.447738,1.475148,2.243357,150.0,"11,21;11,20;10,20;10,21;10,22;11,22"
4,20.0,17.14,1.446843,1.453283,1.48488,100.0,"19,14;19,15;20,15;20,14"
6,30.0,25.71,1.446701,1.475192,2.24386,150.0,"12,27;12,26;11,26;11,27;11,28;12,28"
4,20.0,17.14,1.446457,1.453373,1.517911,100.0,"17,13;17,14;18,14;18,13"
6,30.0,25.71,1.446286,1.501042,2.210314,150.0,"6,45;5,45;4,45;4,46;5,46;6,46"
6,30.0,25.71,1.446107,1.453283,2.210776,150.0,"18,14;18,15;19,15;20,15;20,14;19,14"
6,30.0,25.71,1.446016,1.453373,2.243764,150.0,"18,14;18,13;18,12;17,12;17,13;17,14"
4,20.0,17.14,1.445831,1.453373,1.517885,100.0,"18,12;17,12;17,13;18,13"
4,20.0,17.14,1.44552,1.457575,1.504059,100.0,"9,20;10,20;10,19;9,19"
4,20.0,17.14,1.445216,1.452972,1.516555,100.0,"18,14;18,15;19,15;19,14"
6,30.0,25.71,1.445208,1.475148,2.243157,150.0,"11,22;10,22;10,23;11,23;12,23;12,22"
6,30.0,25.71,1.444881,1.453373,2.243086,150.0,"18,12;18,13;17,13;17,12;17,11;18,11"
6,30.0,25.71,1.444381,1.479197,2.242917,150.0,"12,24;12,23;11,23;10,23;10,24;11,24"
4,20.0,17.14,1.444118,1.490401,1.513203,100.0,"5,45;6,45;6,44;5,44"
6,30.0,25.71,1.444118,1.500314,2.243159,150.0,"11,25;12,25;12,24;11,24;10,24;10,25"
4,20.0,17.14,1.444057,1.452384,1.517207,100.0,"17,12;18,12;18,11;17,11"
6,30.0,25.71,1.443448,1.581812,2.242674,150.0,"8,38;7,38;7,39;8,39;9,39;9,38"
6,30.0,25.71,1.443226,1.453373,2.24379,150.0,"18,13;18,14;18,15;17,15;17,14;17,13"
6,30.0,25.71,1.442982,1.452972,2.24245,150.0,"18,14;19,14;19,15;18,15;17,15;17,14"
6,30.0,25.71,1.44263,1.530126,2.243558,150.0,"10,32;10,33;9,33;9,32;9,31;10,31"
6,30.0,25.71,1.442466,1.452384,2.226757,150.0,"18,12;17,12;17,11;17,10;18,10;18,11"
4,20.0,17.14,1.442398,1.591533,1.48488,100.0,"22,51;23,51;23,50;22,50"
6,30.0,25.71,1.441954,1.530126,2.243574,150.0,"9,31;10,31;11,31;11,32;10,32;9,32"
4,20.0,17.14,1.441619,1.465689,1.517679,100.0,"11,20;10,20;10,21;11,21"
4,20.0,17.14,1.441597,1.463955,1.517965,100.0,"12,27;12,26;11,26;11,27"
4,20.0,17.14,1.441574,1.452201,1.517912,100.0,"18,15;18,14;17,14;17,15"
