n_cells,path_km,duration_min,avg_path_danger,max_path_danger,danger_removed,coverage_km2,path_str
3,17.071,30.0,1.157956,1.183324,1.344144,75.0,"10,50;10,51;11,50"
3,17.071,30.0,1.175312,1.23539,1.344144,75.0,"10,50;10,51;9,50"
3,17.071,30.0,1.152515,1.171414,1.344144,75.0,"10,50;10,51;11,51"
3,17.071,30.0,1.149226,1.171414,1.344144,75.0,"10,50;10,51;9,51"
3,17.071,30.0,1.161712,1.183324,1.344144,75.0,"10,50;10,49;11,50"
3,17.071,30.0,1.179067,1.23539,1.344144,75.0,"10,50;10,49;9,50"
3,17.071,30.0,1.166804,1.198602,1.344144,75.0,"10,50;10,49;11,49"
3,17.071,30.0,1.202102,1.304494,1.344144,75.0,"10,50;10,49;9,49"
3,17.071,30.0,1.157956,1.183324,1.344144,75.0,"10,50;11,50;10,51"
3,17.071,30.0,1.161712,1.183324,1.344144,75.0,"10,50;11,50;10,49"
3,17.071,30.0,1.156486,1.183324,1.344144,75.0,"10,50;11,50;11,51"
3,17.071,30.0,1.167019,1.198602,1.344144,75.0,"10,50;11,50;11,49"
3,17.071,30.0,1.175312,1.23539,1.344144,75.0,"10,50;9,50;10,51"
3,17.071,30.0,1.179067,1.23539,1.344144,75.0,"10,50;9,50;10,49"
3,17.071,30.0,1.170552,1.23539,1.344144,75.0,"10,50;9,50;9,51"
3,17.071,30.0,1.219672,1.304494,1.344144,75.0,"10,50;9,50;9,49"
3,17.071,30.0,1.43951,1.481642,1.344144,75.0,"10,41;11,42;11,41"
3,17.071,30.0,1.412173,1.462474,1.344144,75.0,"10,41;11,42;10,42"
3,17.071,30.0,1.463039,1.481642,1.344144,75.0,"10,41;11,40;11,41"
3,17.071,30.0,1.418014,1.462474,1.344144,75.0,"10,41;11,40;10,40"
3,17.071,30.0,1.419099,1.462474,1.344144,75.0,"10,41;9,42;9,41"
3,17.071,30.0,1.415857,1.462474,1.344144,75.0,"10,41;9,42;10,42"
3,17.071,30.0,1.4194,1.462474,1.344144,75.0,"10,41;9,40;9,41"
3,17.071,30.0,1.39847,1.462474,1.344144,75.0,"10,41;9,40;10,40"
3,17.071,30.0,1.447915,1.481642,1.344144,75.0,"10,41;10,42;11,41"
3,17.071,30.0,1.42382,1.462474,1.344144,75.0,"10,41;10,42;9,41"
3,17.071,30.0,1.412173,1.462474,1.344144,75.0,"10,41;10,42;11,42"
3,17.071,30.0,1.415857,1.462474,1.344144,75.0,"10,41;10,42;9,42"
3,17.071,30.0,1.430227,1.481642,1.344144,75.0,"10,41;10,40;11,41"
3,17.071,30.0,1.406132,1.462474,1.344144,75.0,"10,41;10,40;9,41"
3,17.071,30.0,1.418014,1.462474,1.344144,75.0,"10,41;10,40;11,40"
3,17.071,30.0,1.39847,1.462474,1.344144,75.0,"10,41;10,40;9,40"
3,17.071,30.0,1.447915,1.481642,1.344144,75.0,"10,41;11,41;10,42"
3,17.071,30.0,1.430227,1.481642,1.344144,75.0,"10,41;11,41;10,40"
3,17.071,30.0,1.43951,1.481642,1.344144,75.0,"10,41;11,41;11,42"
3,17.071,30.0,1.463039,1.481642,1.344144,75.0,"10,41;11,41;11,40"
3,17.071,30.0,1.42382,1.462474,1.344144,75.0,"10,41;9,41;10,42"
3,17.071,30.0,1.406132,1.462474,1.344144,75.0,"10,41;9,41;10,40"
3,17.071,30.0,1.419099,1.462474,1.344144,75.0,"10,41;9,41;9,42"
3,17.071,30.0,1.4194,1.462474,1.344144,75.0,"10,41;9,41;9,40"
3,17.071,30.0,1.196871,1.224793,1.344041,75.0,"4,7;4,8;5,7"
3,17.071,30.0,1.171873,1.183056,1.344041,75.0,"4,7;4,6;5,7"
3,17.071,30.0,1.196871,1.224793,1.344041,75.0,"4,7;5,7;4,8"
3,17.071,30.0,1.171873,1.183056,1.344041,75.0,"4,7;5,7;4,6"
3,17.071,30.0,1.533169,1.552517,1.344144,75.0,"12,11;13,12;13,11"
3,17.071,30.0,1.528989,1.552517,1.344144,75.0,"12,11;13,12;12,12"
3,17.071,30.0,1.521939,1.537319,1.344144,75.0,"12,11;13,10;13,11"
3,17.071,30.0,1.502381,1.518829,1.344144,75.0,"12,11;13,10;12,10"
3,17.071,30.0,1.496816,1.50967,1.344144,75.0,"12,11;11,12;11,11"
3,17.071,30.0,1.509249,1.52478,1.344144,75.0,"12,11;11,12;12,12"
3,17.071,30.0,1.486577,1.50967,1.344144,75.0,"12,11;11,10;11,11"
3,17.071,30.0,1.483631,1.50967,1.344144,75.0,"12,11;11,10;12,10"
3,17.071,30.0,1.523923,1.537319,1.344144,75.0,"12,11;12,12;13,11"
