,-181.23,-176.23,-171.23,-166.23,-161.23,-156.23,-151.23,-146.23,-141.23,-136.23,-131.23,-126.23,-121.23,-116.23,-111.23,-106.23,-101.23,-96.23,-91.23,-86.23,-81.23,-76.23,-71.23,-66.23,-61.23,-56.23,-51.23,-46.23,-41.23,-36.23,-31.23,-26.23,-21.23,-16.23,-11.23,-6.23,-1.23,3.77,8.77,13.77,18.77,23.77,28.77,33.77,38.77,43.77,48.77,53.77,58.77,63.77,68.77,73.77,78.77,83.77,88.77,93.77,98.77,103.77,108.77,113.77,118.77,123.77,128.77,133.77,138.77,143.77,148.77
-69.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-64.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-59.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3678544039541042,,,,,,,,,,,,,
-54.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363772872090398,0.3897848150838366,0.40248448846743656,0.40679661523218075,0.4422756855589129,0.4573311727294532,,,,,,,,,,,
-49.36,,,,,,,0.020966615407899524,0.02051047678677981,0.018810280434926913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1343754458712362,0.13931056675547768,0.14032559008863144,0.15530107859045295,0.2205067182957273,0.2907565223830962,0.3436300110822333,0.3585009433159201,0.3649318343953681,0.38515347927112115,0.4115883084060409,0.4081473128848428,0.34040985499733556,0.3427556193076534,,,,,,,,,
-44.36,,,,,,,,0.021479401715009203,0.019895981469971073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05534246734793533,0.046113670007909544,0.09733664653299463,0.14956696676124018,0.14754132986243346,0.13603311666272547,0.11799709352889928,0.14825643251335405,0.19596903126154142,0.24949512788190747,0.3123793930831741,0.31818458543123745,0.3106177566633933,0.3413645330017497,0.36098911276086826,0.36762474398228234,0.35242969535002655,0.3907637889018904,0.4877539871225806,0.435312773736101,,,,,,,
-39.36,,,,,,,,0.015880132304056906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25224589520644525,0.21617743202345463,0.16025199023395797,0.08679349203427457,0.04905072218697149,0.06562672898063068,0.12887707265752876,0.18946065612291504,0.18226625447945982,0.16232465879227348,0.12408221342842825,0.13013707060114035,0.14552634023296612,0.2128118645574313,0.28080080940781116,0.25386931266365326,0.24391990392252258,0.2905626552955613,0.31615012476949866,0.3310642119547255,0.36136023516845106,0.4194980329944393,0.45170913861671624,0.3852136098575704,0.2376317063788239,,,,,,
-34.36,,,,,,,0.02068523394513695,0.017510470746049014,,,,,,,,,,,,,,,,,,,,,,,,0.10776026702498186,0.17052667432605384,0.20257257793260355,0.20112264804476665,0.2143433046687371,0.23471937925789785,0.18258511246165374,0.10319317105888551,0.043570439339665555,0.04158851684053449,0.10510682917194142,0.18552540807739223,0.22336708940842842,0.20768711133050297,0.17090949958791227,0.15291110667601537,0.16487454341010005,0.15796111804831653,0.21228725036414572,0.19279491201758417,0.17340627219566904,0.23444916316726436,0.2698004576268864,0.2847519423763186,0.3021454744811549,0.34714498618138556,0.3755008424091079,0.3556575376712636,0.2221322060575507,0.13514070088069252,,,,,,
-29.36,,,,,,0.020135790651807872,0.029612173202239477,0.02821051911098322,0.023792363198275837,0.01929074417190211,0.019565364155831697,0.027046015541749933,0.044446606328034884,0.06106770851938652,0.04226971623961329,0.013543064588151126,0.007491579027964866,0.004200671931083061,0.003854449823531107,,0.032469869434526046,0.041999154383136034,0.04585558318254862,,,0.01003393155493608,0.01666777654502111,0.025324264863784002,0.02230799880169555,0.039366186812214335,0.0710610293936569,0.0986642430911592,0.15938387477803903,0.190378705376161,0.20527148550960056,0.20828501456521917,0.20279073486109006,0.12364621330347174,0.05862079094414105,0.02690907369131824,0.07056675248959231,0.16901819549744546,0.21901100370994317,0.2441296642341405,0.2139999111518675,0.19368024061224293,0.2176403551758876,0.21300768782275012,0.18044381388529948,0.14347725251989085,0.10114896935618076,0.17448013362276693,0.23294739359739056,0.24382890800358173,0.25788917629819313,0.27107368744105736,0.29326556832627165,0.2919816948000918,0.17073944943089803,0.08877364219818153,0.1157473677214786,0.20030426103136756,,,,,
