row,col,northing_km,easting_km,fire_norm,poacher_norm,danger,removed,residual,has_stationary_person,has_patrol_person,has_camera,has_drone
4,41,-37.54,45.22,0.20163648488772495,0.6662098350136657,0.8678463199013906,0.8678463199013906,0.0,0,0,0,0
4,42,-37.54,50.22,0.15364908498530075,0.6412733915127636,0.7949224764980644,0.7949224764980644,0.0,0,0,0,0
4,43,-37.54,55.22,0.16124684317608953,0.6174016073306677,0.7786484505067572,0.7786484505067572,0.0,0,0,0,0
4,44,-37.54,60.22,0.18055761237514223,0.5953801227808202,0.7759377351559624,0.7759377351559624,0.0,0,0,0,0
4,45,-37.54,65.22,0.2649888597151713,0.5752852264353496,0.8402740861505209,0.8402740861505209,0.0,0,0,0,0
4,46,-37.54,70.22,0.35030277346827576,0.5575415582426984,0.9078443317109741,0.9078443317109741,0.0,0,0,0,0
4,47,-37.54,75.22,0.31650858243428304,0.5428355434106629,0.8593441258449459,0.8593441258449459,0.0,0,0,0,0
4,48,-37.54,80.22,0.3040238615564546,0.5319442942018522,0.8359681557583067,0.8359681557583067,0.0,0,0,0,0
4,49,-37.54,85.22,0.36255213665476793,0.5255722487499708,0.8881243854047387,0.8881243854047387,0.0,0,0,0,0
4,50,-37.54,90.22,0.39465981487603924,0.5239345710470683,0.9185943859231076,0.9185943859231076,0.0,0,0,0,0
4,51,-37.54,95.22,0.413374315455904,0.5191156996884208,0.9324900151443247,0.9324900151443247,0.0,0,0,0,0
4,52,-37.54,100.22,0.45139038287989686,0.5076822127705446,0.9590725956504415,0.9590725956504415,0.0,0,0,0,0
4,53,-37.54,105.22,0.5243428765601114,0.5027618497425411,1.0271047263026525,1.0271047263026525,0.0,0,1,0,0
4,54,-37.54,110.22,0.5647620284236735,0.506304353891815,1.0710663823154887,0.8839748790398049,0.1870915032756838,0,0,0,0
4,55,-37.54,115.22,0.48132208362074375,0.5149314138418448,0.9962534974625885,0.9962534974625885,0.0,0,0,1,0
4,56,-37.54,120.22,0.2961333031121915,0.5212203735383738,0.8173536766505654,0.5415484140731253,0.2758052625774401,0,0,0,0
5,2,-32.54,-149.78,0.02390444768607968,0.22332414644277038,0.24722859412885007,0.24722859412885007,0.0,0,0,0,0
5,3,-32.54,-144.78,0.01992069011564504,0.25903549232262674,0.2789561824382718,0.2789561824382718,0.0,0,0,0,0
5,27,-32.54,-24.78,0.13316797396334254,0.8439570250343994,0.977124998997742,0.5490026730396433,0.4281223259580986,0,0,0,0
5,28,-32.54,-19.78,0.2119285411534984,0.8546548259219622,1.0665833670754605,0.5341698751363346,0.5324134919391259,0,0,0,0
5,29,-32.54,-14.78,0.25214039416057016,0.8500850978546547,1.1022254920152248,0.4963047024503062,0.6059207895649186,0,0,0,0
5,30,-32.54,-9.78,0.2503209925847525,0.8135659176869857,1.063886910271738,0.48464524848432444,0.5792416617874137,0,0,0,0
5,31,-32.54,-4.78,0.26691054198074615,0.7498335312140096,1.0167440731947557,0.5071449864352422,0.5095990867595135,0,0,0,0
5,32,-32.54,0.22,0.2924788556816304,0.7086556264048882,1.0011344820865187,0.4947632171369024,0.5063712649496163,0,0,0,0
5,33,-32.54,5.22,0.22705971510187614,0.7112923296408323,0.9383520447427085,0.5201677893759264,0.41818425536678205,0,0,0,0
