row,col,northing_km,easting_km,fire_norm,animal_norm,danger,removed,residual,has_stationary,has_camera,covered_by_drone,covered_by_human
2,53,-59.36,83.77,0.5404606017632962,0.6732172042782346,1.213677806041531,-0.0,1.213677806041531,0,0,0,0
3,50,-54.36,68.77,0.5455821911359082,0.6687119262560188,1.214294117391927,0.029872105767634792,1.1844220116242923,0,0,0,0
3,51,-54.36,73.77,0.5129418748907199,0.6582748831833465,1.1712167580740664,0.04190721486164339,1.1293095432124232,0,0,0,0
3,52,-54.36,78.77,0.49700606588345486,0.651872174501764,1.148878240385219,0.029872105767634792,1.1190061346175841,0,0,0,0
3,53,-54.36,83.77,0.49159512132902095,0.6470736133284223,1.1386687346574433,0.012035109094008593,1.1266336255634348,0,0,0,0
3,54,-54.36,88.77,0.4470752607464443,0.645700707824188,1.0927759685706322,0.012035109094008593,1.0807408594766237,0,0,0,0
3,55,-54.36,93.77,0.42818332858298513,0.6374629596490795,1.0656462882320645,0.017836996673626197,1.0478092915584383,0,0,0,0
4,6,-49.36,-151.23,0.9757424691193107,0.17405490515383723,1.149797374273148,-0.0,1.149797374273148,0,0,0,0
4,7,-49.36,-146.23,0.9763148411581372,0.20674085606629777,1.183055697224435,-0.0,1.183055697224435,0,0,0,0
4,8,-49.36,-141.23,0.9784482821939487,0.24634495358058547,1.2247932357745341,-0.0,1.2247932357745341,0,0,0,0
4,44,-49.36,38.77,0.8334347571481596,0.7409718060372756,1.5744065631854354,0.024070218188017176,1.5503363449974181,0,0,0,1
4,45,-49.36,43.77,0.8272420668746762,0.7249470923795114,1.5521891592541874,-0.0,1.5521891592541874,0,0,0,0
4,46,-49.36,48.77,0.8259683949079668,0.7095334605504793,1.535501855458446,-0.0,1.535501855458446,0,0,0,0
4,47,-49.36,53.77,0.8071768467045537,0.692011280142147,1.4991881268467007,0.012035109094008593,1.4871530177526922,0,0,0,0
4,48,-49.36,58.77,0.7253554809770173,0.671728124580127,1.3970836055571443,0.029872105767634823,1.3672114997895095,0,0,0,0
4,49,-49.36,63.77,0.6372045949723601,0.6525364738832802,1.2897410688556403,0.0834562115437173,1.206284857311923,0,0,0,0
4,50,-49.36,68.77,0.570857863681985,0.6357611904462677,1.2066190541282527,0.17166079144810711,1.0349582626801455,0,0,0,0
4,51,-49.36,73.77,0.5521975148148996,0.6221370760547881,1.1743345908696878,0.21320978813018088,0.961124802739507,0,0,0,0
4,52,-49.36,78.77,0.5441279016135908,0.6122539691156682,1.156381870729259,0.1870657310884381,0.969316139640821,0,0,0,0
4,53,-49.36,83.77,0.5187533694646866,0.6065771871039498,1.1253305565686365,0.1216925069262897,1.0036380496423467,0,0,0,0
4,54,-49.36,88.77,0.4855824070698763,0.6051444014637637,1.0907268085336401,0.09762228873827251,0.9931045197953676,0,0,0,0
4,55,-49.36,93.77,0.48990023838445795,0.5999321070634708,1.0898323454479288,0.12187785015312051,0.9679544952948084,0,0,0,0
4,56,-49.36,98.77,0.5748985811707341,0.5878321093186569,1.162730690489391,0.06518788093531758,1.0975428095540734,0,0,0,0
4,57,-49.36,103.77,0.5719550683026347,0.5781987196008487,1.1501537879034833,0.024070218188017186,1.126083569715466,0,0,0,0
5,7,-44.36,-146.23,0.9750990144095074,0.20766543375342544,1.182764448162933,-0.0,1.182764448162933,0,0,0,0
5,40,-44.36,18.77,0.9326069494542257,0.8208406021075179,1.7534475515617436,0.5205934105745408,1.232854140987203,0,0,0,1
5,41,-44.36,23.77,0.944187432458405,0.7939649509044794,1.7381523833628845,1.3777512056751235,0.3604011776877609,0,0,0,1
5,42,-44.36,28.77,0.8799117974848709,0.7670163181985904,1.6469281156834614,1.1894035370467657,0.4575245786366957,0,0,0,1
5,43,-44.36,33.77,0.8143721271008698,0.7427547367737768,1.5571268638746467,0.24905114830760455,1.3080757155670422,0,0,0,1
5,44,-44.36,38.77,0.8169139375681482,0.7212958588789955,1.5382097964471437,0.06891592966120955,1.469293866785934,0,0,0,1
5,45,-44.36,43.77,0.8313546780522509,0.7016930838803912,1.5330477619326421,0.04690157393025872,1.4861461880023834,0,0,0,0
5,46,-44.36,48.77,0.8539866474919087,0.6803980307531852,1.5343846782450938,0.05731215450197438,1.4770725237431195,0,0,0,0
5,47,-44.36,53.77,0.8160166121865069,0.6560556672177706,1.4720722794042775,0.07722299002932617,1.3948492893749513,0,0,0,0
5,48,-44.36,58.77,0.7561458707961597,0.633222527342832,1.3893683981389917,0.13634501628042436,1.2530233818585674,0,0,0,0
5,49,-44.36,63.77,0.6889802337847317,0.6129189234587714,1.3018991572435032,0.21901167570979885,1.0828874815337044,0,0,0,0
5,50,-44.36,68.77,0.6100717760992223,0.5954552790965864,1.2055270551958086,0.7486198143728313,0.4569072408229773,0,1,0,0
5,51,-44.36,73.77,0.6027873024190848,0.5812844531316376,1.1840717555507223,0.8110174200952843,0.373054335455438,0,1,0,0
5,52,-44.36,78.77,0.612282313384545,0.5709421651929099,1.1832244785774548,0.7947617801004926,0.38846269847696224,0,1,0,0
5,53,-44.36,83.77,0.5737006317524893,0.5649441763883091,1.1386448081407985,0.3743571363390602,0.7642876718017383,0,0,0,0
5,54,-44.36,88.77,0.549075309081356,0.5634392093835145,1.1125145184648706,0.35607082933400136,0.7564436891308692,0,0,0,0
5,55,-44.36,93.77,0.5407487837768821,0.5587248954966477,1.0994736792735298,0.6616012511395599,0.43787242813396987,0,1,0,0
5,56,-44.36,98.77,0.5598158405070522,0.5468727635899009,1.106688604096953,0.23509042175855482,0.8715981823383983,0,0,0,0
5,57,-44.36,103.77,0.5117134385903215,0.5414592167629045,1.053172655353226,0.08801923667755912,0.9651534186756667,0,0,0,0
5,58,-44.36,108.77,0.3900081610028151,0.5444316382456185,0.9344397992484336,0.02744004873433959,0.906999750514094,0,0,0,0
5,59,-44.36,113.77,0.4558124644202056,0.5484876197969631,1.0043000842171688,-0.0,1.0043000842171688,0,0,0,0
6,7,-39.36,-146.23,0.9821250917910238,0.22542106628711564,1.2075461580781395,-0.0,1.2075461580781395,0,0,0,0
6,36,-39.36,-1.23,0.6855285148795931,0.7977877741023008,1.4833162889818938,0.024070218188017186,1.4592460707938766,0,0,0,1
6,37,-39.36,3.77,0.7307879576312442,0.829060471133015,1.559848428764259,0.11877198671139996,1.4410764420528592,0,0,0,1
6,38,-39.36,8.77,0.800964341864498,0.8267307297033805,1.6276950715678784,0.3433215828962142,1.2843734886716642,0,0,0,1
6,39,-39.36,13.77,0.8931415626410881,0.8104015134263776,1.7035430760674657,0.6853987952240854,1.0181442808433803,0,0,0,1
6,40,-39.36,18.77,0.94050195952094,0.7880481335571882,1.7285500930781281,1.4729809084077103,0.2555691846704178,0,0,0,1
6,41,-39.36,23.77,0.9197020483430667,0.7620300503429356,1.6817320986860023,1.6817320986860023,0.0,0,0,0,1
6,42,-39.36,28.77,0.8403342279249006,0.7351715899093766,1.5755058178342773,1.3897863147691323,0.18571950306514506,0,0,0,1
6,43,-39.36,33.77,0.7643127125742104,0.7106366255186899,1.4749493380929004,0.3229794134340887,1.1519699246588118,0,0,0,1
6,44,-39.36,38.77,0.7733403943931547,0.6884596826223457,1.4618000770155004,0.21479114480901543,1.247008932206485,0,0,0,1
6,45,-39.36,43.77,0.7983635151122658,0.6662098350136871,1.4645733501259528,0.25748936920106574,1.207083980924887,0,0,0,0
6,46,-39.36,48.77,0.8463509150146917,0.6412733915127834,1.4876243065274752,0.2741771381647154,1.21344716836276,0,0,0,0
6,47,-39.36,53.77,0.8387531568239013,0.6174016073306885,1.4561547641545898,0.29690847214755,1.1592462920070399,0,0,0,0
6,48,-39.36,58.77,0.8194423876248463,0.5953801227808386,1.4148225104056849,0.6361596730535937,0.7786628373520912,0,1,0,0
6,49,-39.36,63.77,0.7350111402848132,0.5752852264353691,1.3102963667201823,0.35049257792363286,0.9598037887965495,0,0,0,0
6,50,-39.36,68.77,0.6496972265317019,0.5575415582427178,1.2072387847744197,0.8246039419563819,0.38263484281803783,0,1,0,0
6,51,-39.36,73.77,0.683491417565694,0.5428355434106819,1.2263269609763758,0.4876725706120065,0.7386543903643694,0,0,0,0
6,52,-39.36,78.77,0.6959761384435255,0.5319442942018712,1.2279204326453965,0.860649578414354,0.36727085423104255,0,1,0,0
6,53,-39.36,83.77,0.6374478633452099,0.5255722487499911,1.163020112095201,1.0147884702738337,0.1482316418213674,1,0,0,0
6,54,-39.36,88.77,0.6053401851239371,0.5239345710470894,1.1292747561710264,1.0374298901899965,0.09184486598102981,1,0,0,0
6,55,-39.36,93.77,0.5866256845440723,0.5191156996884421,1.1057413842325143,0.5294818017071785,0.5762595825253358,0,0,0,0
6,56,-39.36,98.77,0.5486096171200814,0.507682212770567,1.0562918298906485,0.7222103829945248,0.33408144689612373,0,1,0,0
6,57,-39.36,103.77,0.4756571234398611,0.5027618497425627,0.9784189731824238,0.2655895917114016,0.7128293814710221,0,0,0,0
6,58,-39.36,108.77,0.4352379715762925,0.506304353891837,0.9415423254681295,0.09385106816892216,0.8476912572992074,0,0,0,0
6,59,-39.36,113.77,0.5186779163792247,0.5149314138418667,1.0336093302210914,0.015404939640331,1.0182043905807603,0,0,0,0
6,60,-39.36,118.77,0.7038666968877876,0.5212203735383965,1.225087070426184,-0.0,1.225087070426184,0,0,0,0
7,6,-34.36,-151.23,0.9760955523139195,0.22332414644278956,1.1994196987567092,-0.0,1.1994196987567092,0,0,0,0
7,7,-34.36,-146.23,0.9800793098843538,0.2590354923226461,1.2391148022069998,-0.0,1.2391148022069998,0,0,0,0
7,31,-34.36,-26.23,0.8668320260366515,0.8439570250344266,1.7107890510710781,0.4232098123908593,1.2875792386802187,0,0,1,1
7,32,-34.36,-21.23,0.7880714588464931,0.8546548259219904,1.6427262847684836,1.6427262847684836,0.0,0,0,1,1
7,33,-34.36,-16.23,0.7478596058394167,0.8500850978546836,1.5979447036941004,1.1888756028375618,0.4090691008565386,0,0,0,1
7,34,-34.36,-11.23,0.7496790074152346,0.8135659176870141,1.5632449251022487,0.23995453582514523,1.3232903892771035,0,0,0,1
7,35,-34.36,-6.23,0.7330894580192402,0.7498335312140363,1.4829229892332765,0.058505349089493924,1.4244176401437825,0,0,0,1
7,36,-34.36,-1.23,0.707521144318356,0.7086556264049145,1.4161767707232706,0.07514915117560059,1.34102761954767,0,0,0,1
7,37,-34.36,3.77,0.7729402848981148,0.7112923296408589,1.4842326145389737,0.28357737136094463,1.200655243178029,0,0,0,1
7,38,-34.36,8.77,0.8725629111417399,0.7304897826015775,1.6030526937433174,1.2486198143728315,0.35443287937048584,0,0,0,1
7,39,-34.36,13.77,0.9473787301372014,0.7387483185943213,1.6861270487315227,1.6861270487315227,0.0,0,0,0,1
7,40,-34.36,18.77,0.9498656868847773,0.7306054053949699,1.6804710922797472,1.5906970267007026,0.08977406557904466,0,0,0,1
7,41,-34.36,23.77,0.8701616139371801,0.7119426707414933,1.5821042846786733,1.5821042846786733,0.0,0,0,0,1
7,42,-34.36,28.77,0.7692507420302,0.689735697950262,1.4589864399804622,0.5844638051863116,0.8745226347941506,0,0,0,1
7,43,-34.36,33.77,0.72176622900454,0.6679366140497442,1.3897028430542844,0.307389130566927,1.0823137124873574,0,0,0,1
7,44,-34.36,38.77,0.7414417850869983,0.6484979019909197,1.3899396870779182,0.7520456998010177,0.6378939872769005,0,1,0,1
7,45,-34.36,43.77,0.7875910819051452,0.6261251018412756,1.4137161837464207,1.0424436091473122,0.37127257459910856,1,0,0,0
7,46,-34.36,48.77,0.8101758321753445,0.6031832504531905,1.413359082628535,0.9916420174465934,0.4217170651819415,0,1,0,0
7,47,-34.36,53.77,0.7951638679219118,0.5813877948468841,1.376551662768796,0.9089250738197945,0.46762658894900144,0,1,0,0
7,48,-34.36,58.77,0.8038389749757386,0.5604679704761885,1.364306945451927,0.45632624227891067,0.9079807031730163,0,0,0,0
7,49,-34.36,63.77,0.7356694368672667,0.5405340600668914,1.276203496934158,0.39961593277542895,0.8765875641587291,0,0,0,0
7,50,-34.36,68.77,0.760128820318571,0.5222531673131475,1.2823819876317186,0.9065433009839241,0.3758386866477945,0,1,0,0
7,51,-34.36,73.77,0.7844580807475591,0.5066964242774432,1.2911545050250024,0.4245939805647273,0.8665605244602751,0,0,0,0
7,52,-34.36,78.77,0.7078602169764439,0.4950121477903459,1.2028723647667898,0.40234533907904807,0.8005270256877417,0,0,0,0
7,53,-34.36,83.77,0.6635006921562526,0.48815999996661835,1.151660692122871,0.4497751335203032,0.7018855586025677,0,0,0,0
7,54,-34.36,88.77,0.6447392643505836,0.4863068393270174,1.131046103677601,1.002545448957087,0.12850065472051386,1,0,0,0
7,55,-34.36,93.77,0.6229135057493941,0.4808070263053074,1.1037205320547014,0.9403186336292255,0.16340189842547592,1,0,0,0
7,56,-34.36,98.77,0.5664472012851302,0.47008850879339664,1.0365357100785269,0.44707910938240614,0.5894566006961207,0,0,0,0
7,57,-34.36,103.77,0.5308656949397788,0.46636619412308916,0.997231889062868,0.8310626258199725,0.1661692632428955,1,0,0,0
7,58,-34.36,108.77,0.5557654781722832,0.4709221494889623,1.0266876276612455,0.19352462676501314,0.8331630008962324,0,0,0,0
7,59,-34.36,113.77,0.7233157858026897,0.48024447334282944,1.2035602591455192,0.03823629538257253,1.1653239637629467,0,0,0,0
7,60,-34.36,118.77,0.8324744995648192,0.4926072241639472,1.3250817237287664,-0.0,1.3250817237287664,0,0,0,0
8,5,-29.36,-156.23,0.9767850049571758,0.25627021670578437,1.2330552216629602,-0.0,1.2330552216629602,0,0,0,0
8,6,-29.36,-151.23,0.9648938469846824,0.2758792228495407,1.2407730698342232,-0.0,1.2407730698342232,0,0,0,0
8,7,-29.36,-146.23,0.9666526711069906,0.30358304719509865,1.2702357183020894,0.015404939640331,1.2548307786617583,0,0,0,0
8,8,-29.36,-141.23,0.9721966631973813,0.33285386873401035,1.3050505319313916,0.05027140447658113,1.2547791274548106,0,0,0,0
8,9,-29.36,-136.23,0.9778453865039508,0.3616549427284914,1.3395003292324423,0.05607329205619873,1.2834270371762435,0,0,0,0
8,10,-29.36,-131.23,0.9775007877507946,0.38927252486475794,1.3667733126155526,0.042844988374670635,1.323928324240882,0,0,0,0
8,11,-29.36,-126.23,0.9681139139206478,0.4154795867826765,1.3835935007033244,0.05027140447658113,1.3333220962267434,0,0,0,0
8,12,-29.36,-121.23,0.9462792979421062,0.44017469209671267,1.3864539900388189,0.05607329205619873,1.33038069798262,0,0,0,0
8,13,-29.36,-116.23,0.9254228001400712,0.463269881761223,1.3886926819012941,0.02744004873433959,1.3612526331669546,0,0,0,0
8,14,-29.36,-111.23,0.9490109039945652,0.4847002107628695,1.4337111147574348,0.015404939640331,1.4183061751171038,0,0,0,0
8,15,-29.36,-106.23,0.9850576919952003,0.5094209561473781,1.4944786481425785,0.0729494937883246,1.4215291543542539,0,0,1,0
8,16,-29.36,-101.23,0.9926512194178728,0.5445780206779228,1.5372292400957956,0.19681982845903484,1.3404094116367609,0,0,1,0
8,17,-29.36,-96.23,0.996780716718511,0.5769703099165754,1.5737510266350863,0.5314148888187038,1.0423361378163825,0,0,1,0
8,18,-29.36,-91.23,0.9972151632757874,0.6071868285385669,1.6044019918143544,0.6530799562474888,0.9513220355668656,0,0,1,0
