,-159.78,-154.78,-149.78,-144.78,-139.78,-134.78,-129.78,-124.78,-119.78,-114.78,-109.78,-104.78,-99.78,-94.78,-89.78,-84.78,-79.78,-74.78,-69.78,-64.78,-59.78,-54.78,-49.78,-44.78,-39.78,-34.78,-29.78,-24.78,-19.78,-14.78,-9.78,-4.78,0.22,5.22,10.22,15.22,20.22,25.22,30.22,35.22,40.22,45.22,50.22,55.22,60.22,65.22,70.22,75.22,80.22,85.22,90.22,95.22,100.22,105.22,110.22,115.22,120.22,125.22,130.22
-57.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27526587202551034,0.26619291251307947,,,,,,,,,
-52.54,,,0.10482821495324846,0.10969149182101612,0.11823863937006589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34321503576375667,0.32376940394682024,0.3029574285218012,0.28034178931823933,0.2612590199663632,0.24617629148645834,0.23113505784573043,0.21965170618041616,0.2142846503296733,,,,,,,
-47.54,,,0.08978331671045431,0.0954463407031815,0.10533279459471746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37885503809958804,0.3710808337470346,0.35482155963492673,0.3330385622344105,0.30818084340539187,0.28282069947775573,0.2584100090523835,0.23577367370159305,0.21559120728012804,0.19836472381344347,0.18446939939578655,0.17438296297559105,0.1731392167456564,0.18474086849919394,0.19906442238024247,,,,,
-42.54,,,,0.07726801399001251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21097239957472452,0.22942425134072014,0.27591037306356747,0.3170864806534178,0.33570116645823816,0.33909275912391457,0.33309183160466577,0.32036347942213694,0.3020866839939179,0.27863708403046306,0.2535125111393682,0.22920874955553244,0.20634298537702273,0.185417623141189,0.16690130099186276,0.15124540796672026,0.13885991843040998,0.13025024469610647,0.13033964784598256,0.14348557660357902,0.16400384716081615,0.1781469054308714,0.18659696602039894,,,
-37.54,,,0.05369647585684069,0.062046742825657454,,,,,,,,,,,,,,,,,,,,,,,,,,0.12748743122950684,0.12398100097594825,0.14832744185753433,0.1657216196532216,0.1744546682546387,0.19596369778124229,0.22938529045632472,0.2598566684282838,0.2772823188191337,0.2822483244365283,0.2772698872768009,0.26445709010396246,0.24534120025448303,0.22323525322880383,0.2012163712713965,0.17958769723403342,0.15891479643219697,0.13978208211564977,0.12278646467772017,0.10850529867694463,0.09745815282094533,0.09026231223257146,0.0920474085721157,0.10696243964401597,0.12769875629258454,0.14164598536929135,0.15502370308365407,0.16565503129423767,,
-32.54,,0.03799683050087817,0.042049718727605934,0.049717053270767364,0.05871608048173228,0.07145696605103057,,0.10446847973641585,0.12170236232704322,0.1387774123598683,0.15525707837854572,,,,,,,,,,0.16541227407917528,0.16549219698221898,0.16310131666718497,0.1611000791372514,0.15780926425408343,0.15130799950769996,0.14703846597092426,0.1395127443356797,0.12736522788554205,0.11732232146936802,0.11908018058374445,0.13637251364292635,0.15553159455971444,0.16991293638601654,0.18524949425132345,0.20431979653794677,0.22106830291811788,0.23058528080895596,0.23122568747054437,0.22426157880237693,0.21138549605437731,0.19384800219223888,0.17507951607346783,0.1557069542387679,0.13624883346598918,0.11729467657501073,0.09951916050130133,0.08365582705830044,0.0704242150992389,0.06046397658634465,0.0545812390225164,0.05840058793588735,0.07517829609792251,0.09538028711310355,0.10885801620576188,0.12293674396496261,0.14018544215814377,,
-27.54,,0.032451281911804374,0.03303995873076501,0.03940038603298194,0.050588823361982026,0.06515483608080132,0.08177270693778166,0.09941834749597155,0.11735827853919169,0.13507156522593008,0.1521571736706916,0.16537219693448954,0.16944410919478745,0.16512969899252483,0.15973538222437472,0.1612063853728129,0.1621834767605075,0.1624266572773996,0.16109500673886984,0.15862375926180086,0.15752602162846896,0.1562068527587262,0.1530633248333412,0.14883424030794426,0.14360188913260663,0.1371189986664414,0.12957892192983686,0.12150617272371392,0.11458819227677562,0.11254747886051199,0.12049317454071388,0.14099982760332963,0.17111182437035707,0.18697114117305916,0.18727110907273392,0.19002126107193285,0.19284404949229328,0.1921770031885579,0.18768131662904217,0.17986274448390624,0.16700385528654146,0.15163238403001095,0.13506953260457272,0.1176681897598013,0.09980767167924755,0.08201380078435694,0.06504775916247837,0.04982193533595554,0.03723092036119136,0.028044784358793495,0.023395097451659033,0.029575291856610567,0.04793756540896357,0.06664930877963572,0.07963256038324609,0.09463604125105839,0.11301722767757692,0.13418095614532327,
-22.54,,0.026320950699256235,0.024679116834996843,0.03031533660704753,0.04204709252251468,0.0577457950853834,0.07557104937193192,0.09430066322772056,0.11316671124800719,0.13166883491123887,0.14945819325039175,0.1643877842015655,0.17048323533855558,0.16855751379017228,0.16124736455713443,0.16114861796724406,0.16127548096406244,0.16036489597379439,0.15848343425440528,0.155858340130873,0.15257244019350064,0.1485934236095886,0.14355944506406482,0.13769104501974969,0.13141036496487726,0.12477203414125868,0.1183126495254544,0.11290334073974657,0.11026316565075117,0.11308156621861518,0.12431289243715064,0.14557657606453206,0.17441836830093466,0.18851698212524703,0.18277768756947588,0.17564187528174785,0.1682389919987792,0.16116944359189878,0.15461216698787605,0.14522233325759465,0.1326049351071293,0.11852928376344096,0.10346893649050007,0.08752021144936396,0.07075523895864883,0.05351101572998056,0.03669231873433643,0.021514860483556438,0.009477821274524388,0.003366883371358726,0.001676555129180512,0.006787952882363767,0.024738534716109508,0.04105896823107694,0.05383893846008951,0.07001242465201983,0.08985254054088632,0.1125934976037884,
-17.54,0.029308511643768728,0.02053312753989754,0.016513197768804316,0.02221861191703113,0.03571868023038355,0.05323575095777767,0.07243897069892395,0.09215749616585281,0.11174887297853679,0.13081026544400395,0.1490589679330887,0.16538085011996284,0.17389259903125803,0.17480274968881696,0.1669583766356109,0.16430746166552304,0.1634800891525884,0.161696193451302,0.158946679716594,0.1552453121617264,0.15055273264428803,0.145118848249715,0.13876962109312363,0.13183462374948984,0.12504845607647122,0.11869543457063285,0.11343885849551008,0.11013973553727467,0.11013984431388422,0.11511345907688277,0.12642911098648996,0.1438821167826564,0.1633162307349139,0.1730221766891514,0.16879225826461217,0.15798706648989685,0.14705514182608412,0.13858676161991096,0.13059344130976927,0.11982751168507226,0.10752097478975223,0.09420044050791962,0.08021899928159305,0.06545497579051682,0.049491656499678044,0.03211069820136406,0.014624895022813843,0.002336381140307796,0.0,0.0,0.0,4.9089685530607775e-05,0.005761893817951467,0.018260255340608794,0.0313417980527296,0.04894800624307979,0.07064228008104456,0.09544220600366864,
-12.54,0.030354256018019176,0.016969434276223206,0.008647699934536636,0.016031782376615195,0.03313763952830681,0.05277727895441241,0.07310019253325278,0.09342493226509324,0.11336456580807905,0.13264627405146556,0.151056987187492,0.16816247014380856,0.17932179462748643,0.18258642707051614,0.17727616757304762,0.1710428527247333,0.16904675755958812,0.1662813022015024,0.16253888236732827,0.1577402712644883,0.15191349400357151,0.14543861547359702,0.13818100333672056,0.13057214886732582,0.12355680316900525,0.11754860102907912,0.11320002056484871,0.11120044042348345,0.11244466652159506,0.11782094749058927,0.127718187133354,0.14129476234801355,0.15451371419575322,0.15864115361976588,0.15228562124914088,0.1412849492669541,0.13144369108497936,0.12318373378924263,0.11411926511613228,0.10326665055289422,0.09099793635414191,0.07817956931946721,0.06493321729281848,0.05123551017546367,0.03630006684221611,0.01779731329909985,0.002031873302769766,0.0,0.0,0.0,0.0,0.0,0.0,0.0017418486764476965,0.012091650339135441,0.0312990364774611,0.05530667864539513,0.08203970532124372,
-7.54,,0.02101631882590735,0.007883581134610065,0.018009981346919644,0.037566901136842225,0.057840297501769965,0.07822621505925943,0.0984111509758262,0.11814486643093972,0.13721419667269832,0.15543477945717363,0.17262692271401747,0.1861687604815524,0.19157005393169435,0.19075270583200996,0.18187727836690545,0.17790541549017988,0.17404909111402034,0.16922725649730122,0.16333186730007904,0.1565723587404667,0.14928451123866598,0.141347387808006,0.1332822270885469,0.12613388956868982,0.12035014709188235,0.11651437222838994,0.1151149826388806,0.11668141424544895,0.1216083179158576,0.12985340616642463,0.14050823584228053,0.14818626916763386,0.14691568488209988,0.13874485962423375,0.12984850360916753,0.12176798322483857,0.11433746639694181,0.10504923903332702,0.09470477574629728,0.08259127931799401,0.07007475906367694,0.05704540332916585,0.04351865071323559,0.028856667620104016,0.009160266940552287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001099743425932235,0.016863450200031826,0.04365944721567006,0.07058061049011498,
-2.54,,,0.02838738627878954,0.03564224190275051,0.05085129857268631,0.06894565764156554,0.0879346318791615,0.10708518697261034,0.12599777624784506,0.14439487079943653,0.16205934963472346,0.1788119635304917,0.1937435488199695,0.20182656639509844,0.2043758690899847,0.19755591859094365,0.19001624882657167,0.18492761585390674,0.17894945614007685,0.17197954067037868,0.16441673392683626,0.15642077128572465,0.14790068532321665,0.13947310461381515,0.13218792923258507,0.1264547749034489,0.1227807499390516,0.12148692682475692,0.12285363463634096,0.12701057147359593,0.13377890739435166,0.14176811739582312,0.14419646941603173,0.1388447443183178,0.1314338518601441,0.12459223623670886,0.11830313157721765,0.11186352056952557,0.1035454541871362,0.09375284312215172,0.08214162204402138,0.06986720750659003,0.05660609660780515,0.042004178606200364,0.025228258052512588,0.006042105102373261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006562221905838972,0.03522219409514174,,
2.46,,,,0.05659742030004039,0.0700233058578773,0.0848539013575171,0.10154127653882938,0.11898813170510918,0.1365741988988396,0.15390038387392224,0.17067984955232163,0.1866903177120202,0.20167887380932964,0.2126037725186162,0.21694591831442195,0.21605475183732467,0.20594907378325608,0.19882073745267206,0.1916093490003015,0.18363854982766994,0.17531761119622716,0.1666379435503636,0.15754874313004724,0.14878367269681728,0.14131487412741714,0.1354681931038637,0.13169007600467464,0.13018639436790302,0.13108474354057872,0.13438707742673703,0.13989174342004518,0.14496086515318565,0.14285159869795055,0.1363620295162649,0.13058868684623148,0.12562189768489773,0.12114940983053957,0.11590338328504406,0.10943980120626368,0.10048983501111827,0.08976880097177631,0.07797365599014822,0.06460517828302104,0.049138141948573376,0.031066221232573788,0.010510399688863178,5.629506604611855e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018790988390784808,0.028794622646210435,,
7.46,,,,,,0.10350670927339965,0.1178934082540017,0.13336014564521462,0.14932577616415163,0.16530500215589966,0.1809465349650465,0.19598180831020579,0.2101962899356178,0.22271520952779106,0.22941675171263895,0.2321452740757826,0.2263579175281379,0.21570019350883865,0.20712564421443935,0.19824440657446213,0.1891422518140548,0.17975272423092276,0.17006684529255195,0.16096189447742823,0.15325233323696924,0.14716279949167763,0.14309447982641746,0.1411902479997452,0.14148969840435138,0.14393810565678414,0.1482731563369375,0.15023599010995864,0.14534180641940947,0.13988115834207343,0.13584275419389133,0.13277200427652538,0.13022391516011708,0.12661632196605496,0.1225451310245396,0.11500972643534287,0.10570940297936524,0.09496045950858242,0.0821263809707785,0.0665848559167539,0.047889946985113986,0.02613535799335941,0.00489260500912941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017236370987241316,0.021659049532375328,,
12.46,,,,,,,0.1355659582466192,0.14936094823348675,0.16361436256317055,0.17810431829147533,0.1924452786504949,0.20633537271443597,0.21953087323986917,0.231802147829073,0.24113610608163788,0.2452584365749481,0.24604771646179124,0.23651808315884523,0.22548267165498292,0.21569464030580526,0.2057606374940711,0.1956058999921123,0.18529132418990973,0.1758385239376657,0.16783516433115753,0.16141478321443492,0.156930701328898,0.1545129796404985,0.15415230691395349,0.15577105767073965,0.158902356346254,0.1580272963494494,0.1527383323081109,0.1489452680762823,0.14678153877362876,0.14574049514943888,0.145305075553308,0.1439274301889877,0.1427219170629973,0.13730784906242785,0.1301303399813242,0.12126297449560934,0.10994217701982771,0.09539241577469039,0.07697317129433437,0.05445998219930985,0.02846439084896831,0.005328917811510848,1.9624239572569322e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784638106568561,,
17.46,,,,,,,0.15500721642362092,0.1662245293039851,0.17880895908030464,0.191775182822138,0.2047352865570465,0.21737294627877923,0.22942599941989034,0.2406725338558582,0.25073755032147255,0.25715561958579036,0.2598763772492868,0.2582913767669143,0.24723221828453737,0.2358776230831596,0.2250481280280222,0.21405833160077187,0.203113655087988,0.19330382613432306,0.18496222735123005,0.17816067023476712,0.1731796935663562,0.1701814136175535,0.16913265145606388,0.1699480352648054,0.17185249811751035,0.16911291941837198,0.16501584653114193,0.16308448005701048,0.162961421275666,0.16413579031358919,0.16605727037598045,0.16754749735009639,0.16971545238898364,0.1672118487723867,0.1629875420662956,0.15703748494110578,0.14848662850536593,0.13636571337504702,0.11968986728297264,0.09764311356221037,0.0701221941652665,0.040711069703680706,0.010247503413803219,0.0,0.0,0.0,0.0007153415103931375,0.00789220231259924,0.016690050777830333,0.019504978315273182,0.014169814726457997,,
22.46,,,,,,0.16484654205249769,0.17316478470245586,0.18331249740533365,0.1943393382456977,0.20581777062071724,0.21737962883715065,0.22871092594784717,0.2395427641153187,0.2496419766841786,0.2588027340165735,0.26650633700857224,0.2708572575865052,0.27284062855616775,0.2702253369380356,0.258983226515468,0.2468858843366916,0.23499312714973036,0.2234747193254325,0.21328957636188256,0.2045752726813069,0.1973678217387448,0.19184654060306458,0.1882271235376457,0.18647793298833332,0.18651230274340666,0.1872559018037697,0.18403558828594918,0.18174691560598227,0.18182917072197263,0.18390577347481027,0.18748959838329912,0.1920771419265847,0.19696977625194545,0.20307012448912445,0.2043067797153178,0.20392482195686581,0.2020482844926054,0.1977487640627195,0.18990888987322158,0.17720443201554167,0.15817906871761145,0.13274030715787308,0.09606952104948732,0.0433474890132827,0.002523044618502929,0.0,0.006030314969801005,0.034249910743143964,0.06392375430129789,0.08406783421009269,0.09324369701528223,,,
27.46,,,,,,0.1837872731974114,0.19133537671352754,0.200107718788501,0.20971183961002812,0.21977642363911015,0.22996441949464166,0.23997574410085357,0.24954451970029584,0.2584340352948739,0.2664311051679487,0.27337375301227096,0.27921734551101385,0.2828085019471176,0.28462928948857136,0.28203150295710344,0.27125107165437434,0.25834541446165843,0.24633654685144457,0.23575613255690814,0.22664336345636169,0.2190166559140337,0.21295063553932528,0.20868487694894028,0.20623027851055845,0.20550147676261904,0.20530467172818537,0.20281953934487326,0.20249065748140718,0.20469740136210313,0.20910106398378098,0.21528340659707915,0.2228803572090529,0.23149784748228658,0.2420812381281784,0.24789112612617464,0.25220232760812356,0.25555321257081265,0.25707208523702624,0.25564681552348284,0.24985694345561066,0.23835432693841377,0.21426060533270216,0.1693801007101746,0.10507664364385316,0.0295093399211618,0.010069096767352324,0.06353736637991383,0.11520032536288849,0.15197708301316384,0.17855444893314257,0.2025059648769024,,,
